apn,address,city,state,zip,owner,phone,email,value,type,dnc,status,mail_addr,mail_zip,beds,baths,sqft,lot_sqft,year_built,years_owned,property_type,lat,lon
7126-035-050,1296 Vista Del Mar,Rolling Hills Estates,CA,90274,G. Sampleton,,,2524000,Absentee,,new,3251 Wilshire Blvd,90210,5,4,4170,7500,2011,21,Single Family,33.780495,-118.339924
7797-014-036,1729 Granvia Altamira,Rancho Palos Verdes,CA,90275,L. Mockton,,,2283000,Absentee,,new,7222 Main St,94105,5,4,3700,6500,1994,6,Single Family,33.74941,-118.388697
7785-032-021,4113 Calle Mayor,Palos Verdes Estates,CA,90274,M. Sampleton,,,2848000,Owner,,new,4113 Calle Mayor,90274,4,3,2430,13100,1996,14,Single Family,33.785198,-118.392607
7598-015-062,767 Deep Valley Dr,Palos Verdes Estates,CA,90274,L. Placeholder,,,3467000,Owner,,new,767 Deep Valley Dr,90274,5,4,4310,22400,1981,19,Single Family,33.796046,-118.379168
7507-039-019,679 Granvia Altamira,Palos Verdes Estates,CA,90274,G. Stubbs,,,2360000,Owner,,new,679 Granvia Altamira,90274,4,4,2720,10300,2007,31,Single Family,33.783629,-118.393083
7942-013-051,5217 Prospect Ave,Rancho Palos Verdes,CA,90275,G. Example,,,1870000,Owner,,new,5217 Prospect Ave,90275,4,3,2390,6000,2012,18,Single Family,33.736451,-118.36982
7721-008-037,3692 Esplanade,Palos Verdes Estates,CA,90274,M. Dummett,,,3360000,Owner,,new,3692 Esplanade,90274,5,5,4740,23300,2000,20,Single Family,33.787052,-118.41131
7314-036-047,3374 Esplanade,Redondo Beach,CA,90277,J. Placeholder,,,1888000,Owner,,new,3374 Esplanade,90277,4,4,2900,11000,1969,13,Single Family,33.857306,-118.404105
7392-025-087,4097 Vista Del Mar,Palos Verdes Estates,CA,90274,J. Example,,,2207000,Owner,,new,4097 Vista Del Mar,90274,5,5,3250,11600,1994,37,Single Family,33.772381,-118.398247
7981-011-055,2138 Anza Ave,Rancho Palos Verdes,CA,90275,E. Example,,,2813000,Owner,,new,2138 Anza Ave,90275,5,5,4730,16500,1965,5,Single Family,33.750458,-118.369745
7908-021-064,4370 Crenshaw Blvd,Torrance,CA,90503,E. Sampleton,,,1025000,Owner,,new,4370 Crenshaw Blvd,90503,3,2,1860,8500,2007,24,Single Family,33.845654,-118.331275
7585-027-076,2824 Vista Del Mar,Redondo Beach,CA,90277,C. Stubbs,,,1294000,Absentee,,new,7577 Main St,91403,3,3,1840,3900,1980,15,Single Family,33.846167,-118.398315
7655-027-015,4834 Granvia Altamira,Rolling Hills Estates,CA,90274,E. Mockton,,,2942000,Owner,,new,4834 Granvia Altamira,90274,5,4,4760,22000,1951,36,Single Family,33.771106,-118.370532
7768-022-059,4421 Calle Mayor,Manhattan Beach,CA,90266,C. Stubbs,,,3970000,Owner,,new,4421 Calle Mayor,90266,5,5,3950,6800,1979,0,Single Family,33.892184,-118.398134
7215-022-083,5505 Prospect Ave,Manhattan Beach,CA,90266,A. Dummett,,,2463000,Owner,,new,5505 Prospect Ave,90266,3,3,1600,4200,2010,16,Condo,33.895898,-118.412369
7306-007-047,4063 Camino Real,Rolling Hills Estates,CA,90274,F. Demoworth,,,2282000,Owner,,new,4063 Camino Real,90274,4,4,2550,13300,1996,40,Condo,33.79453,-118.361872
7998-019-060,519 Vista Del Mar,Torrance,CA,90503,L. Placeholder,,,650000,Owner,,new,519 Vista Del Mar,90503,2,2,1260,5200,1973,30,Single Family,33.849523,-118.357749
7226-024-061,6652 Crenshaw Blvd,Rancho Palos Verdes,CA,90275,A. Fixture,,,2163000,Absentee,,new,8143 Ventura Blvd,90210,4,3,2880,6000,2015,29,Single Family,33.726848,-118.394786
7819-029-004,2120 Rolling Hills Rd,Redondo Beach,CA,90277,M. Placeholder,,,1639000,Absentee,,new,2856 Wilshire Blvd,90210,3,2,2130,10400,1948,41,Single Family,33.860669,-118.388739
7207-037-077,651 Hawthorne Blvd,Rancho Palos Verdes,CA,90275,C. Sample,,,1333000,Owner,,new,651 Hawthorne Blvd,90275,2,1,1310,6500,1997,6,Single Family,33.739965,-118.387306
7856-035-046,5600 Silver Spur Rd,Rolling Hills Estates,CA,90274,C. Sample,,,2161000,Owner,,new,5600 Silver Spur Rd,90274,4,4,2680,10400,1978,20,Condo,33.778725,-118.339522
7563-019-032,4109 Calle Mayor,Redondo Beach,CA,90277,E. Mockton,,,1927000,Owner,,new,4109 Calle Mayor,90277,4,4,2670,8600,1950,38,Condo,33.860853,-118.384431
7331-032-035,808 Crenshaw Blvd,Torrance,CA,90503,B. Dummett,,,1748000,Owner,,new,808 Crenshaw Blvd,90503,4,3,3170,17000,2014,2,Single Family,33.834651,-118.350744
7439-009-083,6649 Crenshaw Blvd,Palos Verdes Estates,CA,90274,M. Example,,,2699000,Absentee,,new,4234 Main St,90210,4,4,3090,12000,1967,4,Single Family,33.780741,-118.409731
7206-028-035,829 Via Campesina,Rancho Palos Verdes,CA,90275,E. Placeholder,,,3264000,Owner,,new,829 Via Campesina,90275,5,4,4380,8600,1984,39,Single Family,33.732736,-118.389192
7236-003-041,4004 Highland Ave,Rancho Palos Verdes,CA,90275,A. Fixture,,,3120000,Owner,,new,4004 Highland Ave,90275,5,4,4740,7600,1978,39,Condo,33.741712,-118.397505
7259-011-016,386 Camino Real,Redondo Beach,CA,90277,M. Placeholder,,,2233000,Owner,,new,386 Camino Real,90277,5,4,3640,7900,2002,1,Condo,33.859628,-118.390862
7369-035-079,5706 Aviation Blvd,Palos Verdes Estates,CA,90274,F. Example,,,1705000,Owner,,new,5706 Aviation Blvd,90274,3,3,1650,4700,1985,13,Single Family,33.785174,-118.389337
7120-018-080,409 Rolling Hills Rd,Rancho Palos Verdes,CA,90275,A. Dummett,,,2396000,Owner,,new,409 Rolling Hills Rd,90275,5,4,4270,14800,1963,2,Single Family,33.742535,-118.404171
7648-039-015,5533 Via Campesina,Redondo Beach,CA,90277,M. Sampleton,,,2065000,Absentee,,new,3723 Main St,91403,5,4,4200,21300,1952,27,Single Family,33.859791,-118.400879
7682-023-015,4954 Calle Mayor,Torrance,CA,90503,J. Testerman,,,650000,Absentee,,new,2359 Ventura Blvd,94105,2,2,1230,2200,1977,25,Single Family,33.83069,-118.352055
7698-016-086,6210 Highland Ave,Palos Verdes Estates,CA,90274,M. Testerman,,,2476000,Owner,,new,6210 Highland Ave,90274,4,3,2800,6000,2015,41,Condo,33.795892,-118.400475
7402-010-045,5663 Rolling Hills Rd,Rolling Hills Estates,CA,90274,A. Placeholder,,,1723000,Owner,,new,5663 Rolling Hills Rd,90274,2,2,1590,2700,1991,14,Condo,33.791439,-118.375265
7398-011-036,4856 Hawthorne Blvd,Palos Verdes Estates,CA,90274,M. Fixture,,,2733000,Owner,,new,4856 Hawthorne Blvd,90274,5,4,3200,17300,2012,23,Single Family,33.795338,-118.401337
7331-014-098,3711 Rolling Hills Rd,Redondo Beach,CA,90277,C. Sampleton,,,2250000,Absentee,,new,3852 Wilshire Blvd,89109,5,4,4620,20700,1999,5,Single Family,33.863219,-118.40321
7388-026-044,2893 Vista Del Mar,Rolling Hills Estates,CA,90274,B. Placeholder,,,2432000,Owner,,new,2893 Vista Del Mar,90274,5,4,3820,8700,2008,3,Single Family,33.776335,-118.359409
7674-034-017,5279 Granvia Altamira,Manhattan Beach,CA,90266,M. Stubbs,,,3677000,Owner,,new,5279 Granvia Altamira,90266,5,5,3390,6900,1968,10,Single Family,33.893976,-118.420769
7904-035-021,3698 Highland Ave,Manhattan Beach,CA,90266,A. Fixture,,,3129000,Owner,,new,3698 Highland Ave,90266,4,4,3070,14700,1973,29,Single Family,33.877074,-118.41631
7380-019-009,2859 Calle Mayor,Redondo Beach,CA,90277,E. Sample,,,2211000,Owner,,new,2859 Calle Mayor,90277,5,4,4100,16800,1970,6,Single Family,33.848613,-118.38923
7696-009-059,3290 Silver Spur Rd,Manhattan Beach,CA,90266,K. Demoworth,,,3541000,Owner,,new,3290 Silver Spur Rd,90266,4,4,2850,5800,1979,19,Single Family,33.899842,-118.39997
7446-010-088,5512 Camino Real,Rolling Hills Estates,CA,90274,G. Dummett,,,3028000,Owner,,new,5512 Camino Real,90274,5,5,4550,14200,1950,23,Single Family,33.770135,-118.357229
7574-013-065,3016 Rolling Hills Rd,Palos Verdes Estates,CA,90274,A. Sampleton,,,1826000,Owner,,new,3016 Rolling Hills Rd,90274,3,2,1880,10100,2004,23,Single Family,33.771893,-118.377329
7323-029-097,6739 Via Campesina,Manhattan Beach,CA,90266,B. Stubbs,,,4328000,Owner,,new,6739 Via Campesina,90266,5,5,4430,11200,1976,10,Single Family,33.883497,-118.403129
7103-039-054,1736 Palos Verdes Dr,Palos Verdes Estates,CA,90274,F. Fixture,,,3163000,Owner,,new,1736 Palos Verdes Dr,90274,5,5,3620,9900,2013,26,Single Family,33.788143,-118.383394
7743-020-070,323 Crenshaw Blvd,Redondo Beach,CA,90277,L. Demoworth,,,1429000,Absentee,,new,8235 Main St,90210,2,1,1310,5300,1965,32,Single Family,33.841202,-118.386467
7330-019-098,4109 Camino Real,Manhattan Beach,CA,90266,D. Dummett,,,3040000,Owner,,new,4109 Camino Real,90266,4,4,2650,4900,1986,3,Single Family,33.886028,-118.418138
7435-035-019,6596 Hawthorne Blvd,Manhattan Beach,CA,90266,C. Sampleton,,,3564000,Owner,,new,6596 Hawthorne Blvd,90266,5,4,4100,9600,2011,33,Single Family,33.867395,-118.399117
7717-028-059,381 Silver Spur Rd,Manhattan Beach,CA,90266,C. Testerman,,,2803000,Absentee,,new,7399 Wilshire Blvd,90210,3,3,1800,7600,1954,16,Single Family,33.879931,-118.42285
7399-023-084,3981 Hawthorne Blvd,Rancho Palos Verdes,CA,90275,K. Sample,,,2809000,Owner,,new,3981 Hawthorne Blvd,90275,5,4,3390,15300,1966,32,Single Family,33.761525,-118.404502
7996-012-036,5544 Aviation Blvd,Rancho Palos Verdes,CA,90275,L. Example,,,1140000,Owner,,new,5544 Aviation Blvd,90275,3,2,1780,8000,1990,35,Single Family,33.751117,-118.372144
7820-024-093,3721 Camino Real,Palos Verdes Estates,CA,90274,C. Sampleton,,,3094000,Owner,,new,3721 Camino Real,90274,5,4,4350,12000,1973,19,Single Family,33.778755,-118.407521
7160-019-055,5342 Highland Ave,Redondo Beach,CA,90277,C. Mockton,,,3003000,Owner,,new,5342 Highland Ave,90277,5,4,4760,22600,1984,3,Single Family,33.832146,-118.377062
7948-001-032,882 Calle Mayor,Palos Verdes Estates,CA,90274,C. Fixture,,,2919000,Owner,,new,882 Calle Mayor,90274,5,4,3660,17700,1952,3,Condo,33.7737,-118.39369
7813-021-002,407 Crenshaw Blvd,Redondo Beach,CA,90277,L. Mockton,,,1703000,Owner,,new,407 Crenshaw Blvd,90277,4,3,3130,7700,1993,40,Single Family,33.861317,-118.396794
7667-008-005,5697 Silver Spur Rd,Rancho Palos Verdes,CA,90275,L. Mockton,,,2329000,Owner,,new,5697 Silver Spur Rd,90275,4,4,2640,11100,1953,27,Single Family,33.727297,-118.390925
7644-021-013,4123 Granvia Altamira,Rancho Palos Verdes,CA,90275,C. Stubbs,,,1861000,Owner,,new,4123 Granvia Altamira,90275,4,4,2900,12100,1951,33,Condo,33.752178,-118.395975
7581-029-051,3919 Rolling Hills Rd,Palos Verdes Estates,CA,90274,E. Testerman,,,2697000,Owner,,new,3919 Rolling Hills Rd,90274,4,4,2940,10300,1989,35,Condo,33.784935,-118.382879
7647-025-056,3077 Palos Verdes Dr,Rolling Hills Estates,CA,90274,L. Sample,,,2541000,Owner,,new,3077 Palos Verdes Dr,90274,5,4,3460,8500,1949,5,Single Family,33.798645,-118.347824
7352-034-079,4129 Anza Ave,Palos Verdes Estates,CA,90274,G. Sampleton,,,3035000,Owner,,new,4129 Anza Ave,90274,4,4,2770,8300,1998,7,Single Family,33.765559,-118.401467
7108-008-010,808 Deep Valley Dr,Rancho Palos Verdes,CA,90275,C. Demoworth,,,2443000,Absentee,,new,7916 Wilshire Blvd,91403,5,4,3480,10700,2016,3,Single Family,33.739468,-118.374806
7759-030-081,109 Via Campesina,Redondo Beach,CA,90277,K. Sample,,,1669000,Absentee,,new,6549 Main St,94105,4,3,2480,10600,1957,27,Condo,33.846693,-118.388409
7203-027-003,4084 Via Campesina,Rancho Palos Verdes,CA,90275,B. Demoworth,,,2222000,Owner,,new,4084 Via Campesina,90275,4,4,2570,12400,1971,4,Condo,33.755966,-118.381142
7254-020-046,430 Crenshaw Blvd,Palos Verdes Estates,CA,90274,M. Sample,,,2472000,Owner,,new,430 Crenshaw Blvd,90274,3,2,1940,8500,1950,30,Single Family,33.761063,-118.405174
7272-035-047,3434 Rolling Hills Rd,Palos Verdes Estates,CA,90274,H. Fixture,,,3080000,Absentee,,new,6600 Main St,90210,5,5,3700,6900,1968,25,Single Family,33.768553,-118.395245
7288-039-064,2923 Calle Mayor,Palos Verdes Estates,CA,90274,B. Sample,,,2408000,Owner,,new,2923 Calle Mayor,90274,4,3,2760,6200,2012,22,Condo,33.767542,-118.398614
7549-008-080,6700 Deep Valley Dr,Palos Verdes Estates,CA,90274,M. Mockton,,,2483000,Owner,,new,6700 Deep Valley Dr,90274,5,5,3240,9800,1983,1,Single Family,33.780419,-118.376518
7816-027-051,411 Crenshaw Blvd,Palos Verdes Estates,CA,90274,A. Stubbs,,,3437000,Owner,,new,411 Crenshaw Blvd,90274,5,4,4320,16200,1982,33,Single Family,33.794647,-118.384458
7671-023-075,5298 Highland Ave,Palos Verdes Estates,CA,90274,G. Demoworth,,,3274000,Owner,,new,5298 Highland Ave,90274,5,4,4270,20700,1974,5,Single Family,33.782902,-118.406238
7864-031-067,2428 Anza Ave,Rancho Palos Verdes,CA,90275,F. Demoworth,,,1972000,Absentee,,new,2051 Main St,89109,4,3,2980,13000,2003,26,Single Family,33.728595,-118.369452
7629-029-033,3508 Calle Mayor,Rolling Hills Estates,CA,90274,J. Example,,,1909000,Absentee,,new,3062 Ventura Blvd,91403,4,4,2470,5600,1984,26,Single Family,33.80327,-118.370836
7648-004-054,1088 Deep Valley Dr,Redondo Beach,CA,90277,B. Sample,,,1569000,Owner,,new,1088 Deep Valley Dr,90277,3,2,1890,9700,2017,26,Single Family,33.849587,-118.404304
7923-027-075,2623 Anza Ave,Manhattan Beach,CA,90266,M. Mockton,,,3399000,Owner,,new,2623 Anza Ave,90266,5,4,3360,15000,2005,24,Single Family,33.881748,-118.42628
7277-010-034,5341 Silver Spur Rd,Manhattan Beach,CA,90266,D. Fixture,,,3470000,Owner,,new,5341 Silver Spur Rd,90266,4,3,2610,6500,1976,9,Single Family,33.888558,-118.416184
7878-035-064,6028 Calle Mayor,Palos Verdes Estates,CA,90274,G. Dummett,,,3000000,Owner,,new,6028 Calle Mayor,90274,5,4,4100,20500,2007,10,Single Family,33.761236,-118.397342
7937-005-003,1863 Esplanade,Rancho Palos Verdes,CA,90275,L. Stubbs,,,1524000,Owner,,new,1863 Esplanade,90275,2,1,1550,3600,1974,41,Single Family,33.759589,-118.39871
7419-005-008,2454 Via Campesina,Rolling Hills Estates,CA,90274,E. Fixture,,,3160000,Owner,,new,2454 Via Campesina,90274,5,4,4250,20200,1987,27,Single Family,33.785718,-118.369617
7699-001-088,3532 Aviation Blvd,Palos Verdes Estates,CA,90274,H. Placeholder,,,3130000,Owner,,new,3532 Aviation Blvd,90274,5,5,3640,11900,2012,24,Single Family,33.76565,-118.410631
7110-008-073,5989 Silver Spur Rd,Rancho Palos Verdes,CA,90275,F. Mockton,,,2073000,Owner,,new,5989 Silver Spur Rd,90275,4,4,2700,9200,2017,20,Single Family,33.740774,-118.402972
7273-011-029,2129 Rolling Hills Rd,Palos Verdes Estates,CA,90274,F. Dummett,,,2760000,Owner,,new,2129 Rolling Hills Rd,90274,4,3,2460,9500,1948,23,Single Family,33.793382,-118.379149
7626-020-074,5256 Vista Del Mar,Rolling Hills Estates,CA,90274,H. Stubbs,,,2297000,Owner,,new,5256 Vista Del Mar,90274,4,4,2530,6900,1974,36,Single Family,33.778253,-118.353716
7882-009-033,6644 Deep Valley Dr,Rolling Hills Estates,CA,90274,G. Placeholder,,,2374000,Owner,,new,6644 Deep Valley Dr,90274,4,4,2830,5000,1982,36,Single Family,33.794514,-118.347552
7397-016-046,3085 Crenshaw Blvd,Rancho Palos Verdes,CA,90275,J. Placeholder,,,2553000,Owner,,new,3085 Crenshaw Blvd,90275,5,4,3620,17800,1976,15,Single Family,33.759892,-118.388527
7699-026-055,6273 Via Campesina,Torrance,CA,90503,D. Dummett,,,864000,Owner,,new,6273 Via Campesina,90503,3,2,2130,6300,2008,6,Single Family,33.823145,-118.336097
7902-013-021,5914 Hawthorne Blvd,Torrance,CA,90503,C. Placeholder,,,859000,Absentee,,new,8524 Ventura Blvd,89109,3,2,1620,6300,1992,15,Single Family,33.818699,-118.33008
7556-003-084,884 Granvia Altamira,Torrance,CA,90503,D. Stubbs,,,1096000,Owner,,new,884 Granvia Altamira,90503,4,4,2320,7200,1990,3,Single Family,33.826416,-118.350535
7137-005-091,3770 Rolling Hills Rd,Palos Verdes Estates,CA,90274,L. Demoworth,,,2890000,Absentee,,new,3370 Wilshire Blvd,89109,5,5,4280,7500,1979,31,Single Family,33.787431,-118.384879
7865-005-008,3414 Highland Ave,Palos Verdes Estates,CA,90274,E. Sampleton,,,3219000,Owner,,new,3414 Highland Ave,90274,5,5,4290,14800,1973,0,Single Family,33.767099,-118.377722
7624-011-079,2140 Palos Verdes Dr,Rolling Hills Estates,CA,90274,K. Dummett,,,2075000,Owner,,new,2140 Palos Verdes Dr,90274,3,2,2090,7200,2014,30,Single Family,33.799366,-118.353463
7405-013-001,5321 Deep Valley Dr,Rancho Palos Verdes,CA,90275,H. Placeholder,,,2782000,Owner,,new,5321 Deep Valley Dr,90275,5,4,3630,17500,2007,5,Single Family,33.742734,-118.392636
7823-003-094,5715 Hawthorne Blvd,Torrance,CA,90503,C. Sampleton,,,920000,Absentee,,new,1189 Ventura Blvd,91403,3,2,1960,9200,1962,22,Single Family,33.838226,-118.339235
7849-030-068,4113 Camino Real,Manhattan Beach,CA,90266,K. Example,,,3280000,Owner,,new,4113 Camino Real,90266,4,4,2840,9100,1983,24,Single Family,33.902664,-118.423109
7320-008-008,1188 Hawthorne Blvd,Rancho Palos Verdes,CA,90275,L. Stubbs,,,2321000,Owner,,new,1188 Hawthorne Blvd,90275,5,5,3360,14300,1954,34,Single Family,33.739254,-118.380941
7836-037-043,5514 Anza Ave,Palos Verdes Estates,CA,90274,G. Mockton,,,2717000,Owner,,new,5514 Anza Ave,90274,5,4,3390,18500,2004,41,Single Family,33.779868,-118.409867
7608-015-093,1554 Crenshaw Blvd,Palos Verdes Estates,CA,90274,J. Placeholder,,,3954000,Owner,,new,1554 Crenshaw Blvd,90274,5,4,4340,16200,1956,9,Single Family,33.782638,-118.394895
7757-018-049,1619 Vista Del Mar,Rolling Hills Estates,CA,90274,F. Placeholder,,,2888000,Absentee,,new,7803 Main St,91403,5,5,4530,16900,1981,19,Single Family,33.791348,-118.363449
7627-031-086,4656 Camino Real,Rolling Hills Estates,CA,90274,D. Testerman,,,2144000,Owner,,new,4656 Camino Real,90274,4,3,2910,14400,1958,40,Single Family,33.798166,-118.36701
7273-014-037,4622 Aviation Blvd,Rancho Palos Verdes,CA,90275,C. Testerman,,,2773000,Owner,,new,4622 Aviation Blvd,90275,5,4,4510,19300,2002,41,Single Family,33.754559,-118.398291
7461-001-076,970 Silver Spur Rd,Manhattan Beach,CA,90266,F. Demoworth,,,3044000,Owner,,new,970 Silver Spur Rd,90266,4,4,2660,11100,2011,39,Single Family,33.89869,-118.404286
7482-023-074,3736 Camino Real,Palos Verdes Estates,CA,90274,G. Demoworth,,,2309000,Owner,,new,3736 Camino Real,90274,3,2,2290,4000,2007,7,Single Family,33.789891,-118.397859
7763-006-096,1935 Esplanade,Rancho Palos Verdes,CA,90275,E. Testerman,,,1780000,Owner,,new,1935 Esplanade,90275,5,5,3260,6000,1975,39,Single Family,33.740345,-118.38042
7421-016-010,1817 Calle Mayor,Rancho Palos Verdes,CA,90275,D. Example,,,1864000,Owner,,new,1817 Calle Mayor,90275,3,3,1900,6700,1983,9,Single Family,33.739244,-118.388358
7372-034-048,2367 Vista Del Mar,Redondo Beach,CA,90277,B. Stubbs,,,1498000,Owner,,new,2367 Vista Del Mar,90277,4,3,2400,5100,1955,30,Single Family,33.858489,-118.39517
7443-019-051,2864 Highland Ave,Manhattan Beach,CA,90266,L. Stubbs,,,2707000,Owner,,new,2864 Highland Ave,90266,3,3,1690,7000,1957,1,Single Family,33.880116,-118.405915
7401-008-057,3069 Hawthorne Blvd,Rolling Hills Estates,CA,90274,A. Testerman,,,1767000,Absentee,,new,8811 Ventura Blvd,89109,3,2,2220,9200,1958,11,Single Family,33.80543,-118.34568
7709-001-022,6019 Anza Ave,Palos Verdes Estates,CA,90274,B. Mockton,,,2233000,Owner,,new,6019 Anza Ave,90274,4,3,2630,12000,1965,29,Single Family,33.765914,-118.398599
7266-004-075,5512 Granvia Altamira,Manhattan Beach,CA,90266,B. Demoworth,,,2442000,Owner,,new,5512 Granvia Altamira,90266,2,1,1230,4300,1963,9,Single Family,33.893942,-118.40228
7182-008-001,5099 Anza Ave,Redondo Beach,CA,90277,E. Sampleton,,,1141000,Absentee,,new,899 Wilshire Blvd,94105,2,1,1580,5500,1964,20,Condo,33.860776,-118.402319
7828-026-022,1742 Silver Spur Rd,Rolling Hills Estates,CA,90274,J. Example,,,2721000,Absentee,,new,3604 Wilshire Blvd,89109,5,4,4220,7400,2011,3,Single Family,33.790849,-118.339622
7236-035-026,1365 Prospect Ave,Rancho Palos Verdes,CA,90275,J. Sample,,,2145000,Owner,,new,1365 Prospect Ave,90275,4,3,2720,13900,1977,0,Single Family,33.746598,-118.37809
7737-012-016,2758 Via Campesina,Redondo Beach,CA,90277,J. Mockton,,,2546000,Owner,,new,2758 Via Campesina,90277,5,5,4270,22800,1963,8,Single Family,33.832677,-118.393212
7192-026-077,2387 Vista Del Mar,Torrance,CA,90503,J. Fixture,,,1357000,Absentee,,new,2194 Wilshire Blvd,89109,4,4,2870,9000,1952,21,Single Family,33.852763,-118.336697
7993-027-059,942 Crenshaw Blvd,Rolling Hills Estates,CA,90274,F. Demoworth,,,2684000,Owner,,new,942 Crenshaw Blvd,90274,5,4,3420,6500,2001,27,Single Family,33.778121,-118.360434
7692-010-088,914 Anza Ave,Rolling Hills Estates,CA,90274,K. Fixture,,,1715000,Owner,,new,914 Anza Ave,90274,3,3,2060,9500,1953,25,Single Family,33.791357,-118.369098
7348-025-087,3122 Vista Del Mar,Redondo Beach,CA,90277,E. Sample,,,2427000,Owner,,new,3122 Vista Del Mar,90277,5,4,3870,9400,1975,11,Single Family,33.839049,-118.374618
7106-021-018,2159 Deep Valley Dr,Rolling Hills Estates,CA,90274,B. Placeholder,,,2464000,Absentee,,new,3964 Main St,89109,5,5,4660,8200,1974,38,Single Family,33.798974,-118.368593
7843-036-014,1653 Hawthorne Blvd,Rolling Hills Estates,CA,90274,K. Fixture,,,1507000,Owner,,new,1653 Hawthorne Blvd,90274,2,2,1220,6200,1952,1,Single Family,33.792535,-118.359499
7124-022-070,2775 Via Campesina,Redondo Beach,CA,90277,G. Demoworth,,,1589000,Owner,,new,2775 Via Campesina,90277,3,2,2260,6500,1962,23,Single Family,33.848257,-118.396154
7595-013-036,4655 Aviation Blvd,Palos Verdes Estates,CA,90274,L. Dummett,,,2497000,Owner,,new,4655 Aviation Blvd,90274,3,3,1710,8900,1977,24,Single Family,33.7897,-118.384786
7789-024-085,2515 Via Campesina,Rolling Hills Estates,CA,90274,E. Demoworth,,,2747000,Absentee,,new,3341 Ventura Blvd,89109,5,4,4240,11100,2006,16,Single Family,33.790847,-118.358765
7414-016-051,5346 Vista Del Mar,Rancho Palos Verdes,CA,90275,M. Sampleton,,,2472000,Owner,,new,5346 Vista Del Mar,90275,5,5,3850,11500,1948,36,Single Family,33.752192,-118.37449
7596-035-031,261 Palos Verdes Dr,Redondo Beach,CA,90277,M. Stubbs,,,1408000,Owner,,new,261 Palos Verdes Dr,90277,3,2,2040,4800,2014,22,Single Family,33.838263,-118.391654
7923-001-035,2391 Hawthorne Blvd,Manhattan Beach,CA,90266,E. Dummett,,,4235000,Owner,,new,2391 Hawthorne Blvd,90266,5,5,4550,11000,1961,39,Single Family,33.901542,-118.422226
7729-006-030,4174 Vista Del Mar,Torrance,CA,90503,H. Fixture,,,2002000,Absentee,,new,6069 Ventura Blvd,90210,5,5,4410,24100,2016,0,Single Family,33.847092,-118.354627
7962-031-090,1209 Highland Ave,Rancho Palos Verdes,CA,90275,M. Example,,,2792000,Owner,,new,1209 Highland Ave,90275,5,4,3590,5900,2008,5,Single Family,33.750528,-118.38679
7613-020-016,4569 Prospect Ave,Palos Verdes Estates,CA,90274,D. Example,,,2888000,Owner,,new,4569 Prospect Ave,90274,4,3,3000,16200,2006,20,Condo,33.792989,-118.387201
7399-001-082,4137 Via Campesina,Palos Verdes Estates,CA,90274,B. Dummett,,,2799000,Absentee,,new,6807 Wilshire Blvd,91403,4,4,2980,7500,1996,12,Single Family,33.77592,-118.394662
7995-018-029,6787 Prospect Ave,Rancho Palos Verdes,CA,90275,G. Example,,,1746000,Absentee,,new,3611 Ventura Blvd,89109,2,1,1280,6200,1959,17,Single Family,33.753575,-118.400749
7706-020-056,1338 Crenshaw Blvd,Torrance,CA,90503,C. Demoworth,,,1047000,Owner,,new,1338 Crenshaw Blvd,90503,4,3,2410,7000,1978,1,Single Family,33.826513,-118.35002
7291-039-051,299 Rolling Hills Rd,Manhattan Beach,CA,90266,K. Dummett,,,2820000,Owner,,new,299 Rolling Hills Rd,90266,3,2,2280,10600,1985,28,Single Family,33.8963,-118.420239
7874-023-049,2206 Silver Spur Rd,Redondo Beach,CA,90277,B. Example,,,1589000,Owner,,new,2206 Silver Spur Rd,90277,3,2,1990,6900,2017,12,Single Family,33.852596,-118.396071
7290-021-015,4548 Silver Spur Rd,Torrance,CA,90503,E. Fixture,,,709000,Owner,,new,4548 Silver Spur Rd,90503,2,1,1390,6800,2001,35,Single Family,33.838543,-118.328858
7383-002-093,5264 Camino Real,Torrance,CA,90503,B. Dummett,,,1398000,Owner,,new,5264 Camino Real,90503,5,4,3250,8400,1952,26,Single Family,33.847628,-118.326269
7263-018-031,5111 Deep Valley Dr,Manhattan Beach,CA,90266,C. Stubbs,,,3605000,Owner,,new,5111 Deep Valley Dr,90266,5,4,3990,16100,1981,9,Single Family,33.871837,-118.403309
7598-025-091,6122 Deep Valley Dr,Palos Verdes Estates,CA,90274,J. Demoworth,,,3105000,Owner,,new,6122 Deep Valley Dr,90274,5,4,4560,19300,1990,12,Single Family,33.779414,-118.389754
7593-004-068,5009 Aviation Blvd,Rolling Hills Estates,CA,90274,B. Sampleton,,,1632000,Owner,,new,5009 Aviation Blvd,90274,3,2,2070,7100,1954,2,Single Family,33.793354,-118.36139
7723-037-013,1714 Rolling Hills Rd,Manhattan Beach,CA,90266,L. Placeholder,,,3450000,Owner,,new,1714 Rolling Hills Rd,90266,4,4,2750,9100,1954,8,Single Family,33.872694,-118.417226
7692-013-064,3690 Calle Mayor,Palos Verdes Estates,CA,90274,K. Sample,,,1974000,Owner,,new,3690 Calle Mayor,90274,3,3,2030,8600,1967,36,Single Family,33.780036,-118.397349
7340-032-082,4250 Camino Real,Rancho Palos Verdes,CA,90275,K. Mockton,,,2310000,Absentee,,new,1316 Ventura Blvd,94105,5,5,3650,15400,1952,4,Single Family,33.738983,-118.385144
